name,type,ProductServices
Barker Ltd,FishingCompany,Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)
Barker PLC,Company,Unknown
"Barker, Rodriguez and Adkins",Company,Unknown
Barker-Hernandez,Company,Chemicals
Barker-Jones,Company,Unknown
Barker-Mack,Company,Popping candy
Barker-Oliver,Company,Unknown
Barker-Osborn,Company,Unknown
Barker-Sanchez,Company,Household sewing machines
Barnes and Sons,FishingCompany,Fresh and frozen seafood
Barnes Group,Company,Unknown
Barnes Inc,Company,"Canned and cured fish and seafoods, as well as other related products"
Barnes PLC,Company,Unknown
"Barnes, Bridges and Munoz",Company,Unknown
"Barnes, Eaton and Lee",Company,"Etc), Square, Alternative materials & finishes, Triangular, Dome Caps, Sample development service, (Rectangular, To suit non standard shaft sizes / shapes, Caps, Deep Axle Caps [source: freelance researcher]"
"Barnes, Foster and Rivera",Company,"Produces frozen, refrigerated, pre-cooked, and processed chicken, and pork for the worldwide retail, wholesale, and food service markets"
"Barnes, Howard and Rhodes",Company,Unknown
"Barnes, Paul and Price",Company,"Laundry detergent and dishwashing liquid, shampoo, toothpaste, hair colorants and shower gel, and adhesives as well as sealants and surface treatment for consumer and industrial applications"
"Barnes, Perez and Lara",Company,Unknown
"Barnes, Vargas and Wright",Company,Unknown
Barnes-Blackwell,Company,Unknown
Barnes-Harris,Company,Unknown
Barnes-Henderson,Company,Unknown
Barnes-Johnson,Company,Unknown
Barnes-Luna,Company,Unknown
Barnett Inc,Company,Unknown
Barnett Ltd,FishingCompany,"Fishmeals and preserved aquatic products. It also produces sardines, salted fish, smoked and marinated fish, fish fillets, dried seafoods, and sweet and sour marine products"
"Barnett, Clark and Quinn",FinancialCompany,Management activities of holding companies
"Barnett, Fernandez and Mitchell",Company,Unknown
"Barnett, Hale and Mitchell",Company,Unknown
"Barnett, Hall and Miller",Company,Unknown
"Barnett, Kennedy and Jackson",FishingCompany,"Seafood, shelf stable, and organics in many different packaging options"
"Barnett, Powers and Daniel",Company,Unknown
Barnett-Boyd,Company,Unknown
Barnett-Flynn,FishingCompany,"Frozen processed fish (fresh whitefish, frozen whitefish, frozen fish fillet, deep-frozen seafood, salted fish, and dried fish)"
Barnett-Mack,Company,Unknown
Barr LLC,Company,"Light commercial vehicles, passenger cars, buses and trucks, forklifts, and related components"
"Barr, Gutierrez and Santiago",Company,Unknown
Barrera and Sons,Company,Unknown
Barrera Group,Company,Unknown
Barrera Ltd,Company,Specialises in weaving broadwoven fabrics and felts
Barrera PLC,Company,Unknown
"Barrera, Jackson and Anderson",Company,"Hard and soft capsule, edible grade gelatine, technical gelatine, ossein, and other related products"
"Barrera, Kerr and Jenkins",Company,Unknown
"Barrera, Morse and Sanchez",LogisticsCompany,Frozen/chilled/ambient food products via both sea and airfreight
"Barrera, Wood and Leach",Company,Unknown
Barrera-Nguyen,Company,Unknown
Barrett Group,Company,Mining of gold ore
Barrett Inc,Company,Precision hydraulic castings and mechanical products
Barrett LLC,Company,"Books, office supplies and related products"
"Barrett, Morales and Gonzalez",Company,Unknown
"Barrett, Roberts and Howard",Company,"Whitefish, shellfish, salmon and salmon trout"
"Barrett, Smith and Myers",Company,Plastic products
"Barrett, Valenzuela and Valdez",Company,Unknown
Barrett-Baxter,Company,"Apparel, accessories and other textile products"
Barr-Howard,Company,"Vegetable seeds (peas, beans, carrots, beetroots, cabbage, turnips, lettuce, squash, parsley, fennels, spinach, and onions)"
"Barron, Church and Gutierrez",Company,Frozen sea food products
"Barron, Jones and Davis",Company,Unknown
Barron-Cox,FishingCompany,Fish and seafood products
Barr-Wang,Company,Unknown
Barry LLC,Company,Unknown
Barry PLC,FishingCompany,"Specializes in the purchase, sale and trade of fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Barry, Ramirez and Chen",Company,Leather shoes and other leather products
Barry-Hall,Company,Unknown
Bartlett Ltd,LogisticsCompany,"Courier services, which covers household goods, express, parcel, and freight shipments; Involved in the provision of long-distance, general freight, less than truckload (LTL) trucking, and other related general freight trucking services; Door-to-door delivery of merchandise including entertainment equipment, electronics and furniture, as well as the assembly and installations of items"
Bartlett-Becker,Company,Unknown
Bartlett-Brewer,Company,Metals and metal ores
Bartlett-Christian,LogisticsCompany,"Complete processing, packaging and distribution systems for food products"
Bartlett-Murphy,Company,Footwear
Bartlett-Roberts,Company,Fish hatcheries and fish farms
Barton and Sons,Company,"Operates a shoe factory specialising in producing men's, women's and children's footwear"
Barton Ltd,Company,Unknown
Barton PLC,Company,Unknown
"Barton, Graves and Lee",Company,Unknown
"Barton, Graves and Rodriguez",Company,Unknown
"Barton, King and Hall",Company,"Special steel for the construction of containers, tanks and plants, container system; Brewery facilities, micro-breweries and micro-brewery systems"
"Barton, Sellers and Woodard",Company,"Rubber flooring for industrial and sporting use, the production of toys and balls, as well as boats and associated products"
Barton-Nichols,Company,Unknown
Bass Inc,Company,"Juices, UHT milk, mayonnaise, ketchup, sauces"
Bass LLC,Company,Unknown
Bass Ltd,Company,Unknown
"Bass, Anderson and Taylor",Company,Unknown
"Bass, Mendez and Andersen",Company,Unknown
"Bass, Peck and Bates",Company,Unknown
"Bass, Wong and Murphy",Company,"Specialty chemicals (high purity powders, pastes, glass colors, ferro polymer additives, porcelain enamel, ceramic glaze coatings, and other related chemical products)"
Bates LLC,Company,Unknown
Bates PLC,Company,Unknown
"Bates, Atkinson and Stanley",Company,Poultry meat products
"Bates, Barnes and Pennington",Company,Self-service kiosks
"Bates, Kelly and Bradford",Company,"Fresh and frozen seafood products which carry a broad array of imported and domestically seafood items that are distributed to grocery stores, supermarkets, wholesalers and food service providers; Squid, shrimps, lobsters, marlin, prawn, crab, freshwater fish, and other seafood products"
"Bates, Mitchell and Potter",Company,Unknown
Bates-Anderson,Company,"Paints, coating and other related products"
Bates-Thompson,Company,Unknown
Bauer Inc,Company,Unknown
Bauer Ltd,Company,Unknown
"Bautista, Zimmerman and Marsh",Company,"Industrial process technologies and solutions for food, mobility, and communication markets"
Bautista-Underwood,Company,Unknown
Baxter Inc,Company,"Dried chilies, dried fruits, spices, seasonings, grains and seeds"
Baxter PLC,Company,Unknown
"Baxter, Garrett and Edwards",Company,Unknown
"Baxter, Medina and Lang",Company,"Yellow fin sole, rock sole, alaska plaice, and arrowtooth flounder; redfish products; cod products; pollock products; and salmon products"
Baxter-Dunn,LogisticsCompany,"Snack Foods, global marketing strategies, Global Marketing, food manufacturing, processing, and distribution, processing solutions, spraying solutions, distribution solutions, seasoning solutions, weighing solutions, metal detection solutions, verification solutions, packaging solutions, promotional solutions, controls & integration, Rotary continuous motion [source: freelance researcher]"
Baxter-Mcmahon,Company,Unknown
Baxter-Turner,Company,High pressure processing equipment for the aerospace industry
Bean PLC,Company,"High silver brazing alloys ( wires, rods, strips, rings, washers, and specialty shapes); Cadmium-free alloys (; Nickel-based alloys; High silver brazing alloys ( flux-coated rods); Rings and performs; Copper phosphorous rings; Single turn multiple turns; Flat wires; Elliptical rings; Brazing alloys (washers, discs, shims, slugs, and in various custom shapes); Copper phosphorous alloys for joining copper to copper; Solders for drinking water systems and other applications; Silver/tin soldering alloys for field repair; Tin/lead solders; Silver brazing flux for use in various metals; BLACK FLUX for (joining refractory metals, stainless steel, and situations where higher temperatures or extended heating cycles are encountered); Other wolverine brazing fluxes; Flux coated brazing alloys; Engineering assistance and consulting services (alloy selection, application, design, training, and process review)"
"Bean, Ward and Garcia",Company,"Bottom fishes, shellfish, salmon fish, halibuts, farmed fishes, and exotics, as well as oysters, Pollock, shrimp, catfish, clams, cod, crab, flounder, sole, tilapia, tuna, whiting fish, and rockfish"
Bean-Burke,Company,Unknown
"Beard, Mooney and Pruitt",Company,"Fish, crustaceans and molluscs"
Beasley and Sons,Company,Unknown
Beasley Ltd,Company,Precision machined parts and assemblies
Beasley PLC,Company,Wiring systems for the automotive industry
"Beasley, Willis and Griffith",Company,"Agricultural and medicinal chemicals, paints and varnishes, and plastics materials and basic forms and shapes"
Beasley-Bell,Company,Unknown
Beasley-Shaffer,Company,Fish and sea food products
Beck and Sons,Company,Unknown
Beck Ltd,Company,Unknown
"Beck, Schultz and Salas",Company,Unknown
"Becker, Arroyo and Mercer",Company,Unknown
"Becker, Gregory and Jones",Company,Unknown
"Becker, Hammond and Davidson",Company,Granite products; Kitchen and vanity cabinets
"Becker, Murphy and Patel",Company,Unknown
"Becker, Schwartz and Silva",Company,Unknown
Becker-Duncan,Company,Transportation services
Becker-King,Company,Unknown
Becker-Mckinney,Company,"LED lamps, lanterns and lighting products"
Becker-Smith,Company,Office and art products
Beck-Green,Company,Baby pearl powder; baby cleansing foam for hair and body; baby face cream; baby daily moisture lotion; baby diaper cream; nursing comfort cream; bust serum; stretch mark cream
Beck-Williams,Company,Unknown
Bell and Sons,Company,"Development, manufacture and sale of a series of electric energy meters"
Bell Group,Company,Unknown
Bell Inc,Company,Unknown
Bell LLC,LogisticsCompany,Freight transportation arrangement
Bell Ltd,Company,"Specialises in offering a range of lacrosse, soccer and rugby gear and accessories for men and women, as well as recreational and professional soccer equipment"
Bell PLC,LogisticsCompany,Freight transport and related services
"Bell, Burnett and Gonzales",Company,Unknown
"Bell, Peterson and Carroll",Company,Sanitary ware and plumbing products; machinery equipments; hardware tools; construction materials; electronics and electrical appliance; textile and garments; headwear and footwear products; daily articles; stationery; sports and leisure goods; gifts and crafts; antique furniture; raw and supplementary materials; and chemicals and chemfiber; Provision of equipment and technical service
"Bell, Peterson and Price",Company,Unknown
"Bell, Reynolds and Forbes",FishingCompany,"Canning, processing and manufacturing of seafood and other aquatic products"
"Bell, Williamson and Duncan",Company,Unknown
Bell-Bentley,Company,Unknown
Bell-Cooper,Company,Food and grocery products
Bell-Medina,Company,Unknown
Bell-Morris,Company,Unknown
Bell-Shaffer,Company,Unknown
Bell-Vincent,Company,Unknown
Bell-Williams,Company,Unknown
Bell-Wilson,Company,Unknown
"Beltran, Ramirez and Kim",FinancialCompany,Financial information services
"Beltran, Reed and Smith",FishingCompany,Focuses on producing a wide variety of fresh and frozen seafood products to its customers throughout the country
"Beltran, Smith and Morris",Company,Unknown
Bender Inc,Company,Fish
Bender PLC,Company,Unknown
"Bender, Romero and Perkins",LogisticsCompany,"Sourcing, warehousing, shipping and transportation of goods"
Benjamin and Sons,Company,Unknown
Benjamin LLC,Company,"Pharmaceutical products, pharmaceutical substances, and intermediates"
Benjamin-Porter,Company,Release agents and additives
Bennett Inc,Company,Unknown
Bennett LLC,Company,Footwear products
Bennett Ltd,Company,Unknown
"Bennett, Chavez and Anderson",Company,Smoked salmon products
"Bennett, Ford and Sanchez",Company,Unknown
"Bennett, Jones and Miller",FishingCompany,Fish and seafood products
"Bennett, Payne and Le",Company,"Lab Supplies, Hospital Supplies, medical and laboratory plastic wares, clean room supplies, hospital disposables, medical and laboratory plastic products, medical garments and bedding products [source: freelance researcher]"
"Bennett, Smith and Hall",Company,Unknown
"Bennett, Smith and Miller",FinancialCompany,"Provides operating advice and assistance to businesses and other organizations on administrative management issues, such as financial planning and budgeting, equity and asset management, records management, and office planning; Offers strategic and organizational planning, site selection, new business start-up, as well as business process improvement, and other related activities; Covers other management consulting services to clients"
